Name,Week,FixtureIds,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointsRating
Bell,3,26,1,90,0,0,0,0.01,0,3,2.09,0,0,14
Burke,3,26,1,76,0,0,0,0.01,0,3,2.02,0,0,9
Doughty,3,26,1,20,0,0,0,0.09,0,1,0.57,0,0,2
McAtee,3,26,0,0,0,0,0,0,0,0,0,0,0,0
Morris,3,26,2,90,0,0,0.16,0.15,0,3,2.09,0,0,6
Ogbene,3,26,1,13,0,0,0,0,0,0,0.08,0,0,3
Woodrow,3,26,0,0,0,0,0,0,0,0,0,0,0,0
Akanji,3,30,0,0,0,0,0,0,0,0,0,0,0,0
Ake,3,30,2,90,0,0,0.11,0.01,0,1,0.73,0,0,15
J.Alvarez,3,30,2,90,0,0,0.79,0.18,0,1,0.73,0,0,7
Bernardo,3,30,2,90,0,0,0,0.76,0,1,0.73,0,0,17
De Bruyne,3,30,0,0,0,0,0,0,0,0,0,0,0,0
Ruben,3,30,2,90,0,0,0.03,0.1,0,1,0.73,0,0,14
Ederson M.,3,30,2,90,0,0,0,0,0,1,0.73,0,0,7
Foden,3,30,4,4,0,1,0.02,0.18,0,0,0.41,0,0,16
Grealish,3,30,7,90,0,1,0.29,0.47,0,1,0.73,0,2,33
Haaland,3,30,4,90,1,0,1.93,0.01,0,1,0.73,0,0,14
Kovačic,3,30,2,85,0,0,0.05,0.21,0,1,0.32,0,0,19
R.Lewis,3,30,0,0,0,0,0,0,0,0,0,0,0,0
Palmer,3,30,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo,3,30,10,90,1,0,0.27,0.09,0,1,0.73,0,3,39
Sergio Gomez,3,30,0,0,0,0,0,0,0,0,0,0,0,0
Stones,3,30,0,0,0,0,0,0,0,0,0,0,0,0
Walker,3,30,2,90,0,0,0.04,0.43,0,1,0.73,0,0,20
Antony,3,28,2,84,0,0,0.19,0.52,0,2,1.22,0,0,15
B.Fernandes,3,28,12,90,1,1,1.21,0.54,0,2,1.24,0,3,35
Casemiro,3,28,7,90,1,0,1.09,0.06,0,2,1.24,0,0,24
Dalot,3,28,1,90,0,0,0,0.05,0,2,1.24,0,0,15
Elanga,3,28,1,9,0,0,0.02,0,0,0,0.12,0,0,3
Eriksen,3,28,9,90,1,0,0.28,0.14,0,2,1.24,0,2,32
Garnacho,3,28,0,0,0,0,0,0,0,0,0,0,0,0
Lindelof,3,28,1,45,0,0,0,0.02,0,0,0.26,0,0,6
Maguire,3,28,0,0,0,0,0,0,0,0,0,0,0,0
Malacia,3,28,0,0,0,0,0,0,0,0,0,0,0,0
Martial,3,28,1,59,0,0,0.04,0.02,0,2,1,0,0,3
L.Martinez,3,28,1,90,0,0,0,0.04,0,2,1.24,0,0,18
McTominay,3,28,1,5,0,0,0,0,0,0,0.02,0,0,3
R.Varane,3,28,0,45,0,0,0,0.03,0,2,0.97,0,0,10
Rashford,3,28,7,90,0,2,0.12,0.58,0,2,1.24,0,0,21
Sancho,3,28,1,30,0,0,0,0.01,0,0,0.23,0,0,0
Shaw,3,28,0,0,0,0,0,0,0,0,0,0,0,0
Wan-Bissaka,3,28,0,90,0,0,0,0.04,0,2,1.24,0,0,15
Almiron,3,29,2,90,0,0,0.59,0.02,0,2,0.95,0,0,7
Anderson,3,29,1,8,0,0,0,0.01,0,1,0.48,0,0,4
Botman,3,29,2,86,0,0,0.09,0.01,0,1,0.51,0,0,15
Bruno G.,3,29,2,90,0,0,0.02,0.03,0,2,0.95,0,0,7
Burn,3,29,1,90,0,0,0,0.01,0,2,0.95,0,0,15
Isak,3,29,2,71,0,0,0.16,0.02,1,0,0.4,0,0,5
Joelinton,3,29,2,81,0,0,0.05,0.06,0,1,0.47,0,0,17
Longstaff,3,29,1,18,0,0,0.16,0.01,0,2,0.56,0,0,5
Pope,3,29,1,90,0,0,0.02,0,0,2,0.95,2,0,14
Schar,3,29,1,90,0,0,0.1,0.01,0,2,0.95,0,0,11
Targett,3,29,1,3,0,0,0,0,0,1,0.45,0,0,3
Tonali,3,29,3,71,0,0,0.03,0,1,0,0.4,0,0,13
Trippier,3,29,0,90,0,0,0,0.18,0,2,0.95,0,0,15
Wilson,3,29,1,18,0,0,0.1,0,0,2,0.56,0,0,0
Aurier,3,28,0,90,0,0,0,0.01,0,3,2.91,0,0,6
Awoniyi,3,28,6,80,1,0,0.67,0.02,0,3,2.79,0,0,29
Boly,3,28,7,90,1,0,0.25,0.01,0,3,2.91,0,0,25
Danilo,3,28,2,80,0,0,0.03,0,0,3,2.79,0,0,5
Dennis,3,28,0,0,0,0,0,0,0,0,0,0,0,0
Gibbs-White,3,28,8,90,0,2,0.27,0.24,0,3,2.91,0,1,31
Kouyate,3,28,0,20,0,0,0,0.02,0,1,0.91,0,0,2
Mangala,3,28,0,0,0,0,0,0,0,0,0,0,0,0
McKenna,3,28,0,56,0,0,0,0.02,0,2,1.61,0,0,7
Niakhate,3,28,1,33,0,0,0,0.01,0,1,1.31,0,0,4
Williams,3,28,0,0,0,0,0,0,0,0,0,0,0,0
Wood,3,28,1,9,0,0,0,0.03,0,0,0.12,0,0,3
Worrall,3,28,-2,66,0,0,0,0,0,3,3.83,0,0,-2
Yates,3,28,2,90,0,0,0,0,0,3,2.91,0,0,10
Ahmedhodzic,3,30,1,90,0,0,0.36,0,0,2,3.52,0,0,5
Baldock,3,30,1,70,0,0,0,0.01,0,1,2.8,0,0,3
Basham,3,30,1,10,0,0,0,0,0,1,0.61,0,0,2
Berge,3,25,1,67,0,0,0,0.02,0,3,2.21,0,0,1
Bogle,3,30,7,19,1,0,0.14,0,0,1,0.72,0,0,18
Egan,3,30,0,90,0,0,0,0,0,2,3.52,0,0,2
Fleck,3,30,0,0,0,0,0,0,0,0,0,0,0,0
Foderingham,3,30,4,90,0,0,0,0,0,2,3.52,7,1,25
McBurnie,3,30,1,19,0,0,0.02,0.41,0,1,0.72,0,0,6
Norwood,3,30,2,79,0,0,0,0.03,0,1,2.91,0,0,16
Osborn,3,30,1,16,0,0,0,0,0,0,0.26,0,0,4
Osula,3,30,1,70,0,0,0,0,0,1,2.8,0,0,-4
Bentancur,3,22,0,0,0,0,0,0,0,0,0,0,0,0
Bissouma,3,22,2,73,0,0,0.05,0.12,1,0,0.54,0,0,17
Davies,3,22,1,8,0,0,0.13,0.01,0,0,0.12,0,0,2
E.Royal,3,22,0,0,0,0,0,0,0,0,0,0,0,0
Hojbjerg,3,22,1,30,0,0,0,0.23,0,0,0.16,0,0,10
Kulusevski,3,22,8,90,1,0,0.35,0.19,1,0,0.67,0,0,26
Lo Celso,3,22,1,16,0,0,0,0.02,0,0,0.12,0,0,8
Maddison,3,22,10,72,1,0,1.08,0.44,1,0,0.54,0,2,34
Pedro Porro,3,22,6,90,0,0,0.09,0.04,1,0,0.67,0,0,30
Perisic,3,22,0,31,0,0,0.04,0.02,0,0,0.16,0,0,2
Reguilon,3,22,0,0,0,0,0,0,0,0,0,0,0,0
Richarlison,3,22,0,59,0,0,0.26,0.04,0,0,0.51,0,0,-7
Romero,3,22,7,90,0,0,0,0,1,0,0.67,0,1,31
Sarr,3,22,4,58,0,1,0.07,0.41,0,0,0.51,0,0,15
Skipp,3,22,1,17,0,0,0,0.01,0,0,0.12,0,0,6
Son,3,22,3,90,0,0,0.05,0.29,1,0,0.67,0,0,18
Udogie,3,22,12,81,0,1,0,0.34,1,0,0.54,0,3,36
Vicario,3,22,7,90,0,0,0,0,1,0,0.67,3,0,28
N.Aguerd,3,24,0,0,0,0,0,0,0,0,0,0,0,0
Antonio,3,24,7,78,1,0,0.73,0.32,1,0,1.09,0,1,29
Areola,3,24,5,90,0,0,0,0,0,1,1.52,9,0,27
Benrahma,3,24,4,51,0,1,0,0.22,0,1,0.96,0,0,21
Bowen,3,24,12,90,1,1,1.28,0.03,0,1,1.52,0,2,38
Cornet,3,24,0,0,0,0,0,0,0,0,0,0,0,0
Coufal,3,24,2,90,0,0,0,0.03,0,1,1.52,0,0,14
Cresswell,3,24,0,0,0,0,0,0,0,0,0,0,0,0
Emerson,3,24,2,90,0,0,0.03,0.15,0,1,1.52,0,0,12
P.Fornals,3,24,1,6,0,0,0,0.01,0,0,0.36,0,0,2
Ings,3,24,1,5,0,0,0,0,0,0,0.36,0,0,3
Kehrer,3,24,0,11,0,0,0,0,0,1,0.43,0,0,0
L.Paqueta,3,24,2,84,0,0,0.38,0.35,0,1,1.16,0,0,11
Rice,3,21,2,90,0,0,0,0.07,0,2,0.42,0,0,20
Souček,3,24,1,38,0,0,0,0,0,0,0.56,0,0,6
Zouma,3,24,2,90,0,0,0,0,0,1,1.52,0,0,18
Ait-Nouri,3,27,1,45,0,0,0,0.02,0,0,0.58,0,0,-3
H.Bueno,3,27,6,84,0,0,0,0.03,1,0,1.14,0,0,24
Dawson,3,27,5,90,0,0,0,0,1,0,1.2,0,0,23
Fabio Silva,3,27,2,73,0,0,0.3,0.01,1,0,1.14,0,0,2
Giles,3,26,1,90,0,0,0.06,0.04,0,3,2.09,0,0,10
Hee Chan,3,27,1,45,0,0,0,0,0,0,0.62,0,0,3
Raul,3,21,1,90,0,0,0.19,0.01,0,2,3.25,0,0,7
Joao Gomes,3,27,2,90,0,0,0.05,0.01,1,0,1.2,0,0,9
Kalajdzic,3,27,6,5,1,0,0.26,0.01,0,0,0.06,0,1,29
Kilman,3,27,8,90,0,0,0,0.15,1,0,1.2,0,2,30
Lemina,3,27,2,90,0,0,0.06,0,1,0,1.2,0,0,8
Matheus N.,3,27,0,0,0,0,0,0,0,0,0,0,0,0
Neto,3,27,7,90,0,1,0.04,0.45,1,0,1.2,0,1,29
Jose Sa,3,27,11,90,0,0,0,0,1,0,1.2,7,3,40
Sarabia,3,27,1,16,0,0,0.28,0.03,0,0,0.06,0,0,4
N.Semedo,3,27,5,90,0,0,0,0.01,1,0,1.2,0,0,19
Lockyer,3,26,0,90,0,0,0,0.01,0,3,2.09,0,0,10
J.Robinson,3,30,1,90,0,0,0,0,0,2,3.52,0,0,9
Ogbonna,3,24,2,90,0,0,0,0,0,1,1.52,0,0,10
Mpanzu,3,26,1,13,0,0,0.01,0,0,0,0.08,0,0,4
Solomon,3,22,0,0,0,0,0,0,0,0,0,0,0,0
Pau,3,25,2,90,0,0,0,0.01,0,1,0.73,0,0,18
J.Timber,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Chong,3,26,2,76,0,0,0.02,0.04,0,3,2.02,0,0,5
Slimane,3,30,0,0,0,0,0,0,0,0,0,0,0,0
Young,3,27,2,90,0,0,0,0.38,0,1,1.16,0,0,17
Cunha,3,27,2,84,0,0,0.17,0,1,0,1.14,0,0,0
Willian,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Larouci,3,30,1,73,0,0,0.06,0.02,0,2,3.26,0,0,8
T.Benie,3,30,2,90,0,0,0,0.09,0,2,3.52,0,0,2
Amdouni,3,25,2,80,0,0,0.05,0.02,0,3,2.49,0,0,3
Kerkez,3,22,1,90,0,0,0,0.02,0,2,2.06,0,0,11
Trafford,3,25,2,90,0,0,0,0,0,3,2.51,3,0,15
A.Onana,3,28,0,90,0,0,0,0,0,2,1.24,2,0,8
Diaby,3,25,12,72,1,1,0.18,0.1,0,1,0.28,0,2,42
Redmond,3,25,1,22,0,0,0,0.01,0,0,0.3,0,0,2
Danjuma,3,27,2,90,0,0,0.39,0.01,0,1,0.88,0,0,-6
Kabore,3,26,1,69,0,0,0.03,0,0,2,1.52,0,0,7
Barnes,3,29,1,18,0,0,0.08,0.01,0,2,0.56,0,0,3
Aina,3,28,0,90,0,0,0,0.01,0,3,2.91,0,0,9
Koleosho,3,25,2,67,0,0,0.04,0.09,0,3,2.21,0,0,4
Bruun Larsen,3,25,1,9,0,0,0,0.01,0,0,0.02,0,0,3
Maatsen,3,26,0,4,0,0,0,0,0,0,0.03,0,0,-2
Bassey,3,21,-2,82,0,0,0,0,0,2,3.92,0,0,0
Disasi,3,26,6,90,0,0,0.05,0.01,1,0,0.43,0,0,29
Ugochukwu,3,26,1,7,0,0,0,0.04,0,0,0.07,0,0,3
Kaminski,3,26,2,90,0,0,0,0,0,3,2.09,5,0,18
Gvardiol,3,30,2,90,0,0,0,0.04,0,1,0.73,0,0,14
Hojlund,3,28,0,0,0,0,0,0,0,0,0,0,0,0
Dobbin,3,27,3,65,0,0,0.07,0,1,0,0.58,0,0,3
Doak,3,29,0,0,0,0,0,0,0,0,0,0,0,0
Barkley,3,26,2,76,0,0,0.08,0.02,0,3,2.02,0,0,5
Brown,3,26,0,20,0,0,0.07,0,0,1,0.57,0,0,-2
Vini Souza,3,30,1,90,0,0,0,0,0,2,3.52,0,0,5
Van de Ven,3,22,6,90,0,0,0,0,1,0,0.67,0,0,30
Alvarez,3,24,1,83,0,0,0,0,0,1,1.16,0,0,7
Aarons,3,22,1,90,0,0,0,0.07,0,2,2.06,0,0,14
Y. Chermiti,3,27,0,24,0,0,0.06,0.03,0,1,0.57,0,0,-2
Onyango,3,27,0,0,0,0,0,0,0,0,0,0,0,0
Rak-Sakyi,3,23,0,0,0,0,0,0,0,0,0,0,0,0
Gordon,3,23,0,0,0,0,0,0,0,0,0,0,0,0
Adama,3,21,1,19,0,0,0.12,0,0,1,0.94,0,0,-2
Hamer,3,30,2,90,0,0,0.14,0.02,0,2,3.52,0,0,9
Ward-Prowse,3,24,6,90,1,0,0.91,0.01,0,1,1.52,0,0,24
Lavia,3,26,0,0,0,0,0,0,0,0,0,0,0,0
Endo,3,29,1,57,0,0,0,0,0,1,1.25,0,0,7
Zaniolo,3,25,1,17,0,0,0.21,0.1,0,0,0.45,0,0,0
Delcroix,3,25,1,90,0,0,0.06,0.04,0,3,2.51,0,0,18
A.Ramsey,3,25,1,22,0,0,0,0.01,0,0,0.3,0,0,3
Doku,3,30,0,0,0,0,0,0,0,0,0,0,0,0
G.Montiel,3,28,0,0,0,0,0,0,0,0,0,0,0,0
Johnson,3,26,0,0,0,0,0,0,0,0,0,0,0,0
Harris,3,21,0,0,0,0,0,0,0,0,0,0,0,0
Lenglet,3,,0,0,0,0,0,0,0,0,0,0,0,0
Sinisterra,3,,0,0,0,0,0,0,0,0,0,0,0,0
Ansu Fati,3,,0,0,0,0,0,0,0,0,0,0,0,0
Beto,3,,0,0,0,0,0,0,0,0,0,0,0,0
Castagne,3,,0,0,0,0,0,0,0,0,0,0,0,0
Gravenberch,3,,0,0,0,0,0,0,0,0,0,0,0,0
Amrabat,3,,0,0,0,0,0,0,0,0,0,0,0,0
Origi,3,,0,0,0,0,0,0,0,0,0,0,0,0
L.Thomas,3,,0,0,0,0,0,0,0,0,0,0,0,0
Kudus,3,,0,0,0,0,0,0,0,0,0,0,0,0
